My Awesome CSV

timer,movingAvg,feedbackShown,benchmark
102000,0.00020588235294117648,FALSE,0.0003515625
102200,0.00020547945205479453,FALSE,0.0003515625
102400,0.000205078125,FALSE,0.0003515625
102600,0.00020467836257309941,FALSE,0.0003515625
102800,0.00020428015564202335,FALSE,0.0003515625
103000,0.00020388349514563107,FALSE,0.0003515625
103200,0.00020348837209302326,FALSE,0.0003515625
103400,0.00020309477756286267,FALSE,0.0003515625
103600,0.0002027027027027027,FALSE,0.0003515625
103800,0.0002023121387283237,FALSE,0.0003515625
104000,0.00020192307692307691,FALSE,0.0003515625
104200,0.0002015355086372361,FALSE,0.0003515625
104400,0.00020114942528735632,FALSE,0.0003515625
104600,0.00020076481835564053,FALSE,0.0003515625
104800,0.00020038167938931297,FALSE,0.0003515625
105000,0.0002,FALSE,0.0003515625
105200,0.00019961977186311788,FALSE,0.0003515625
105400,0.00019924098671726754,FALSE,0.0003515625
105600,0.00019886363636363637,FALSE,0.0003515625
105800,0.0002173913043478261,FALSE,0.0003515625
106000,0.0002169811320754717,FALSE,0.0003515625
106200,0.00021657250470809793,FALSE,0.0003515625
106400,0.00021616541353383458,FALSE,0.0003515625
106600,0.00021575984990619137,FALSE,0.0003515625
106800,0.00021535580524344568,FALSE,0.0003515625
107000,0.00021495327102803737,FALSE,0.0003515625
107200,0.00021455223880597016,FALSE,0.0003515625
107400,0.00021415270018621975,FALSE,0.0003515625
107600,0.0002137546468401487,FALSE,0.0003515625
107800,0.00023191094619666049,FALSE,0.0003515625
108000,0.0002314814814814815,FALSE,0.0003515625
108200,0.0002310536044362292,FALSE,0.0003515625
108400,0.00024907749077490775,FALSE,0.0003515625
108600,0.00024861878453038676,FALSE,0.0003515625
108800,0.00024816176470588233,FALSE,0.0003515625
109000,0.00024770642201834864,FALSE,0.0003515625
109200,0.00026556776556776557,FALSE,0.0003515625
109400,0.00026508226691042045,FALSE,0.0003515625
109600,0.0002645985401459854,FALSE,0.0003515625
109800,0.00026411657559198543,FALSE,0.0003515625
110000,0.0002636363636363636,FALSE,0.0003515625
110200,0.0002631578947368421,FALSE,0.0003515625
110400,0.00026268115942028986,FALSE,0.0003515625
110600,0.00026220614828209766,FALSE,0.0003515625
110800,0.00026173285198555956,FALSE,0.0003515625
111000,0.00026126126126126126,FALSE,0.0003515625
111200,0.00026079136690647484,FALSE,0.0003515625
111400,0.00026032315978456017,FALSE,0.0003515625
111600,0.00025985663082437276,FALSE,0.0003515625
111800,0.000259391771019678,FALSE,0.0003515625
112000,0.0002589285714285714,FALSE,0.0003515625
112200,0.0002584670231729055,FALSE,0.0003515625
112400,0.0002580071174377224,FALSE,0.0003515625
112600,0.0002575488454706927,FALSE,0.0003515625
112800,0.00025709219858156026,FALSE,0.0003515625
113000,0.0002566371681415929,FALSE,0.0003515625
113200,0.0002561837455830389,FALSE,0.0003515625
113400,0.0002557319223985891,FALSE,0.0003515625
113600,0.0002552816901408451,FALSE,0.0003515625
113800,0.00025483304042179264,FALSE,0.0003515625
114000,0.0002543859649122807,FALSE,0.0003515625
114200,0.0002539404553415061,FALSE,0.0003515625
114400,0.0002534965034965035,FALSE,0.0003515625
114600,0.0002530541012216405,FALSE,0.0003515625
114800,0.00025261324041811847,FALSE,0.0003515625
115000,0.00025217391304347824,FALSE,0.0003515625
115200,0.0002517361111111111,FALSE,0.0003515625
115400,0.0002512998266897747,FALSE,0.0003515625
115600,0.0002508650519031142,FALSE,0.0003515625
115800,0.00025043177892918825,FALSE,0.0003515625
116000,0.00025,FALSE,0.0003515625
116200,0.0002495697074010327,FALSE,0.0003515625
116400,0.00024914089347079037,FALSE,0.0003515625
116600,0.00024871355060034306,FALSE,0.0003515625
116800,0.0002482876712328767,FALSE,0.0003515625
117000,0.00024786324786324785,FALSE,0.0003515625
117200,0.00024744027303754264,FALSE,0.0003515625
117400,0.0002470187393526405,FALSE,0.0003515625
117600,0.0002465986394557823,FALSE,0.0003515625
117800,0.0002461799660441426,FALSE,0.0003515625
118000,0.0002457627118644068,FALSE,0.0003515625
118200,0.00024534686971235196,FALSE,0.0003515625
118400,0.0002449324324324324,FALSE,0.0003515625
118600,0.00024451939291736933,FALSE,0.0003515625
118800,0.00024410774410774412,FALSE,0.0003515625
119000,0.00024369747899159665,FALSE,0.0003515625
119200,0.00024328859060402684,FALSE,0.0003515625
119400,0.00024288107202680067,FALSE,0.0003515625
119600,0.00024247491638795986,FALSE,0.0003515625
119800,0.00024207011686143572,FALSE,0.0003515625
120000,0.00024166666666666667,FALSE,0.0003515625
120200,0.00024126455906821963,FALSE,0.0003515625
120400,0.0002408637873754153,FALSE,0.0003515625
120600,0.00024046434494195688,FALSE,0.0003515625
120800,0.00024006622516556291,FALSE,0.0003515625
121000,0.0002396694214876033,FALSE,0.0003515625
121200,0.00023927392739273926,FALSE,0.0003515625
121400,0.00023887973640856672,FALSE,0.0003515625
121600,0.00023848684210526315,FALSE,0.0003515625
121800,0.0002380952380952381,FALSE,0.0003515625
122000,0.00023770491803278687,FALSE,0.0003515625
122200,0.00023731587561374794,FALSE,0.0003515625
122400,0.0002369281045751634,FALSE,0.0003515625
122600,0.0002365415986949429,FALSE,0.0003515625
122800,0.00023615635179153094,FALSE,0.0003515625
123000,0.00023577235772357725,FALSE,0.0003515625
123200,0.0002353896103896104,FALSE,0.0003515625
123400,0.00023500810372771474,FALSE,0.0003515625
123600,0.00023462783171521035,FALSE,0.0003515625
123800,0.00023424878836833602,FALSE,0.0003515625
124000,0.00023387096774193548,FALSE,0.0003515625
124200,0.00023349436392914653,FALSE,0.0003515625
124400,0.00023311897106109326,FALSE,0.0003515625
124600,0.00023274478330658106,FALSE,0.0003515625
124800,0.00023237179487179486,FALSE,0.0003515625
125000,0.000232,FALSE,0.0003515625
125200,0.000231629392971246,FALSE,0.0003515625
125400,0.00023125996810207338,FALSE,0.0003515625
125600,0.00023089171974522292,FALSE,0.0003515625
125800,0.00023052464228934816,FALSE,0.0003515625
126000,0.00023015873015873016,FALSE,0.0003515625
126200,0.00022979397781299523,FALSE,0.0003515625
126400,0.00022943037974683544,FALSE,0.0003515625
126600,0.00022906793048973144,FALSE,0.0003515625
126800,0.00022870662460567823,FALSE,0.0003515625
127000,0.0002283464566929134,FALSE,0.0003515625
127200,0.0002279874213836478,FALSE,0.0003515625
127400,0.0002279874213836478,FALSE,0.0002279874213836478
127400,0.00022762951334379905,FALSE,0.0002279874213836478
127600,0.00022727272727272727,FALSE,0.0002279874213836478
127800,0.0002269170579029734,FALSE,0.0002279874213836478
128000,0.0002265625,FALSE,0.0002279874213836478
128200,0.00022620904836193447,FALSE,0.0002279874213836478
128400,0.00022585669781931465,FALSE,0.0002279874213836478
128600,0.0002255054432348367,FALSE,0.0002279874213836478
128800,0.00022515527950310558,FALSE,0.0002279874213836478
129000,0.0002248062015503876,FALSE,0.0002279874213836478
129200,0.00022445820433436532,FALSE,0.0002279874213836478
129400,0.0002241112828438949,FALSE,0.0002279874213836478
129600,0.00022376543209876544,FALSE,0.0002279874213836478
129800,0.0002234206471494607,FALSE,0.0002279874213836478
130000,0.0002230769230769231,FALSE,0.0002279874213836478
130200,0.0002227342549923195,FALSE,0.0002279874213836478
130400,0.00022239263803680982,FALSE,0.0002279874213836478
130600,0.000222052067381317,FALSE,0.0002279874213836478
130800,0.0002217125382262997,FALSE,0.0002279874213836478
131000,0.00022137404580152673,FALSE,0.0002279874213836478
131200,0.00022103658536585367,FALSE,0.0002279874213836478
131400,0.00022070015220700153,FALSE,0.0002279874213836478
131600,0.0002203647416413374,FALSE,0.0002279874213836478
131800,0.00022003034901365705,FALSE,0.0002279874213836478
132000,0.00021969696969696969,FALSE,0.0002279874213836478
132200,0.00021936459909228443,FALSE,0.0002279874213836478
132400,0.0002190332326283988,FALSE,0.0002279874213836478
132600,0.0002187028657616893,FALSE,0.0002279874213836478
132800,0.00021837349397590362,FALSE,0.0002279874213836478
133000,0.00021804511278195488,FALSE,0.0002279874213836478
133200,0.00021771771771771773,FALSE,0.0002279874213836478
133400,0.0002173913043478261,FALSE,0.0002279874213836478
133400,0.0002173913043478261,FALSE,0.0002279874213836478
133600,0.00021706586826347306,FALSE,0.0002279874213836478
133800,0.00021674140508221224,FALSE,0.0002279874213836478
134000,0.0002164179104477612,FALSE,0.0002279874213836478
134200,0.00021609538002980626,FALSE,0.0002279874213836478
134400,0.00021577380952380953,FALSE,0.0002279874213836478
134600,0.00021545319465081725,FALSE,0.0002279874213836478
134800,0.00021513353115727002,FALSE,0.0002279874213836478
135000,0.00021481481481481482,FALSE,0.0002279874213836478
135200,0.00021449704142011836,FALSE,0.0002279874213836478
135400,0.0002141802067946824,FALSE,0.0002279874213836478
135600,0.00021386430678466077,FALSE,0.0002279874213836478
135800,0.00021354933726067747,FALSE,0.0002279874213836478
136000,0.00021323529411764705,FALSE,0.0002279874213836478
136200,0.0002129221732745962,FALSE,0.0002279874213836478
136400,0.0002126099706744868,FALSE,0.0002279874213836478
136600,0.00021229868228404098,FALSE,0.0002279874213836478
136800,0.00021198830409356725,FALSE,0.0002279874213836478
137000,0.00021167883211678832,FALSE,0.0002279874213836478
137200,0.00021137026239067056,FALSE,0.0002279874213836478
137400,0.00021106259097525474,FALSE,0.0002279874213836478
137600,0.00021075581395348837,FALSE,0.0002279874213836478
137800,0.0002104499274310595,FALSE,0.0002279874213836478
138000,0.00021014492753623187,FALSE,0.0002279874213836478
138200,0.00020984081041968162,FALSE,0.0002279874213836478
138400,0.00020953757225433526,FALSE,0.0002279874213836478
138600,0.00020923520923520924,FALSE,0.0002279874213836478
138800,0.00020893371757925073,FALSE,0.0002279874213836478
139000,0.00020863309352517985,FALSE,0.0002279874213836478
139200,0.00020833333333333335,FALSE,0.0002279874213836478
139400,0.0002080344332855093,FALSE,0.0002279874213836478
139600,0.00020773638968481375,FALSE,0.0002279874213836478
139800,0.00020743919885550787,FALSE,0.0002279874213836478
140000,0.00020714285714285716,FALSE,0.0002279874213836478
140200,0.00020684736091298146,FALSE,0.0002279874213836478
140400,0.00020655270655270654,FALSE,0.0002279874213836478
140600,0.00020625889046941678,FALSE,0.0002279874213836478
140800,0.0002059659090909091,FALSE,0.0002279874213836478
141000,0.00020567375886524822,FALSE,0.0002279874213836478
141200,0.00020538243626062324,FALSE,0.0002279874213836478
141400,0.00020509193776520508,FALSE,0.0002279874213836478
141600,0.00020480225988700566,FALSE,0.0002279874213836478
141800,0.00020451339915373765,FALSE,0.0002279874213836478
142000,0.00020422535211267606,FALSE,0.0002279874213836478
142200,0.0002039381153305204,FALSE,0.0002279874213836478
142400,0.00020365168539325843,FALSE,0.0002279874213836478
142600,0.00020336605890603087,FALSE,0.0002279874213836478
142800,0.0002030812324929972,FALSE,0.0002279874213836478
143000,0.0002027972027972028,FALSE,0.0002279874213836478
143200,0.00020251396648044692,FALSE,0.0002279874213836478
143400,0.00020223152022315203,FALSE,0.0002279874213836478
143600,0.00020194986072423398,FALSE,0.0002279874213836478
143800,0.00020166898470097357,FALSE,0.0002279874213836478
144000,0.0002013888888888889,FALSE,0.0002279874213836478
144200,0.00020110957004160888,FALSE,0.0002279874213836478
144400,0.00020083102493074793,FALSE,0.0002279874213836478
144600,0.00020055325034578147,FALSE,0.0002279874213836478
144800,0.00020027624309392264,FALSE,0.0002279874213836478
145000,0.0002,FALSE,0.0002279874213836478
145200,0.0001997245179063361,FALSE,0.0002279874213836478
145400,0.00019944979367262725,FALSE,0.0002279874213836478
145600,0.0001991758241758242,FALSE,0.0002279874213836478
145800,0.0001989026063100137,FALSE,0.0002279874213836478
146000,0.00019863013698630136,FALSE,0.0002279874213836478
146200,0.00019835841313269495,FALSE,0.0002279874213836478
146400,0.00019808743169398907,FALSE,0.0002279874213836478
146600,0.00019781718963165075,FALSE,0.0002279874213836478
146800,0.0001975476839237057,FALSE,0.0002279874213836478
147000,0.00019727891156462584,FALSE,0.0002279874213836478
147200,0.0001970108695652174,FALSE,0.0002279874213836478
147400,0.00019674355495251017,FALSE,0.0002279874213836478
147600,0.0001964769647696477,FALSE,0.0002279874213836478
147800,0.00019621109607577807,FALSE,0.0002279874213836478
148000,0.00019594594594594594,FALSE,0.0002279874213836478
148200,0.00019568151147098515,FALSE,0.0002279874213836478
148400,0.0001954177897574124,FALSE,0.0002279874213836478
148600,0.00019515477792732166,FALSE,0.0002279874213836478
148800,0.00019489247311827958,FALSE,0.0002279874213836478
149000,0.00019463087248322146,FALSE,0.0002279874213836478
149200,0.00019436997319034852,FALSE,0.0002279874213836478
149400,0.00019410977242302542,FALSE,0.0002279874213836478
149600,0.00019385026737967916,FALSE,0.0002279874213836478
149800,0.00019359145527369825,FALSE,0.0002279874213836478
150000,0.00019333333333333333,FALSE,0.0002279874213836478
150200,0.00019307589880159786,FALSE,0.0002279874213836478
150400,0.00019281914893617023,FALSE,0.0002279874213836478
150600,0.00019256308100929615,FALSE,0.0002279874213836478
150800,0.0001923076923076923,FALSE,0.0002279874213836478
151000,0.00019205298013245034,FALSE,0.0002279874213836478
151200,0.0001917989417989418,FALSE,0.0002279874213836478
151400,0.00019154557463672392,FALSE,0.0002279874213836478
151600,0.0001912928759894459,FALSE,0.0002279874213836478
151800,0.00019104084321475625,FALSE,0.0002279874213836478
152000,0.00019078947368421053,FALSE,0.0002279874213836478
152200,0.00019053876478318003,FALSE,0.0002279874213836478
152400,0.00019028871391076115,FALSE,0.0002279874213836478
152600,0.00019003931847968544,FALSE,0.0002279874213836478
152800,0.00018979057591623038,FALSE,0.0002279874213836478
153000,0.00018954248366013073,FALSE,0.0002279874213836478
153200,0.00018929503916449087,FALSE,0.0002279874213836478
153400,0.00018904823989569753,FALSE,0.0002279874213836478
153600,0.00018880208333333333,FALSE,0.0002279874213836478
153800,0.00018855656697009104,FALSE,0.0002279874213836478
154000,0.0001883116883116883,FALSE,0.0002279874213836478
154200,0.0001880674448767834,FALSE,0.0002279874213836478
154400,0.0001878238341968912,FALSE,0.0002279874213836478
154600,0.00018758085381630012,FALSE,0.0002279874213836478
154800,0.00018733850129198966,FALSE,0.0002279874213836478
155000,0.0001870967741935484,FALSE,0.0002279874213836478
155200,0.0001868556701030928,FALSE,0.0002279874213836478
155400,0.0001866151866151866,FALSE,0.0002279874213836478
155600,0.00018637532133676093,FALSE,0.0002279874213836478
155800,0.00018613607188703465,FALSE,0.0002279874213836478
156000,0.0001858974358974359,FALSE,0.0002279874213836478
156200,0.0001856594110115237,FALSE,0.0002279874213836478
156400,0.0001854219948849105,FALSE,0.0002279874213836478
156600,0.00018518518518518518,FALSE,0.0002279874213836478
156800,0.00018494897959183673,FALSE,0.0002279874213836478
157000,0.00018471337579617833,FALSE,0.0002279874213836478
157400,0.00018424396442185515,FALSE,0.0002279874213836478
157400,0.00018424396442185515,FALSE,0.0002279874213836478
157600,0.00018401015228426397,FALSE,0.0002279874213836478
157800,0.00018377693282636248,FALSE,0.0002279874213836478
158000,0.00018354430379746836,FALSE,0.0002279874213836478
158200,0.00018331226295828065,FALSE,0.0002279874213836478
158400,0.0001830808080808081,FALSE,0.0002279874213836478
158600,0.0001828499369482976,FALSE,0.0002279874213836478
158800,0.00018261964735516372,FALSE,0.0002279874213836478
159000,0.00018238993710691825,FALSE,0.0002279874213836478
159200,0.0001821608040201005,FALSE,0.0002279874213836478
159400,0.0001819322459222083,FALSE,0.0002279874213836478
159600,0.00018170426065162909,FALSE,0.0002279874213836478
159800,0.00018147684605757198,FALSE,0.0002279874213836478
160000,0.00018125,FALSE,0.0002279874213836478
160200,0.00018102372034956306,FALSE,0.0002279874213836478
160400,0.00018079800498753117,FALSE,0.0002279874213836478
